Cognitive scientists,Mx4rvVj755wpEbGdrcN5Y29ycA,Scientist
American cheeses,Mx4rvVjOAZwpEbGdrcN5Y29ycA,Cheese
Tennis coaches,Mx4rvVjlaJwpEbGdrcN5Y29ycA,SportsCoach
Logistics,Mx8Ngh4rvViympwpEbGdrcN5Y29ycB4r1q5pih5sQdednLf-HMwzxw,"[:MakingAvailableFn, :Provisions]"
Talent agents,Mx8NhB4rwP1IC5wpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rvVzG25wpEbGdrcN5Y29ycB4rvVinb5wpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationToTypeFn, :Person, :represents, :IntelligentAgent]"
Academic degrees,Mx4rvVip-pwpEbGdrcN5Y29ycA,EducationalDegree
Acyl halides,Mx4rvVjNlZwpEbGdrcN5Y29ycA,ChemicalSubstanceType
Control characters,Mx4rwGPR-pwpEbGdrcN5Y29ycA,ASCIICompatibleCharacter
Charter schools,Mx4rpo0ncHqGQdeOwLvZU0r7Hw,SchoolInstitution
Packaging companies,Mx4rvVjQNpwpEbGdrcN5Y29ycA,Business
Trade routes,Mx4rvuh8yZwpEbGdrcN5Y29ycA,Path-Customary,Mx4r7k80XssQEdmAAAACs6hRjg,TravelRoute
Essential oils,Mx4rvVjZ6ZwpEbGdrcN5Y29ycA,Oil
Silver mines,Mx4rwPKlipwpEbGdrcN5Y29ycA,Mine-ExcavationFacility
Copper mines,Mx4rwPKlipwpEbGdrcN5Y29ycA,Mine-ExcavationFacility
Rolling mills,Mx4rvVjiX5wpEbGdrcN5Y29ycA,FactoryBuilding
Monoclonal antibodies,Mx4rvVjM3pwpEbGdrcN5Y29ycA,ProteinStuff
Electrical phenomena,Mx4rwQrzNZwpEbGdrcN5Y29ycA,Nature
Particle accelerators,Mx4rTMBVhL2oEdmAAAACs6hRjg,DeviceRequiringSkillForProperUse
Sulfonic acids,Mx4rES1yRgrWEdaAAABQ2sS97g,AcidType
Ice shows,Mx4rAk2IqrjGEdmAAAACs6hRjg,Entertainment-RecreationalActivity
Aesthetics,Mx4rv7a4G5wpEbGdrcN5Y29ycA,Philosophy
SaGa,Mx4rvViJ9ZwpEbGdrcN5Y29ycA,Story
Tennis shots,Mx4rvViOcJwpEbGdrcN5Y29ycA,Movement-TranslationEvent
Piano sonatas,Mx4rwQwcWZwpEbGdrcN5Y29ycA,ClassicalMusic
Physical sciences,Mx4rvViOapwpEbGdrcN5Y29ycA,Physics
Sumo wrestlers,Mx4rwByumpwpEbGdrcN5Y29ycA,Wrestler
Fusion reactors,Mx4rwJH52JwpEbGdrcN5Y29ycA,NuclearReactor
Continued fractions,Mx4rvVjyqpwpEbGdrcN5Y29ycA,RationalNumber
Baseball coaches,Mx4rvVjlaJwpEbGdrcN5Y29ycA,SportsCoach
Cutting tools,Mx4rvViRU5wpEbGdrcN5Y29ycA,CuttingDevice
Insect repellents,Mx4rvVjNlZwpEbGdrcN5Y29ycA,ChemicalSubstanceType
Animal products,Mx4rvVj27ZwpEbGdrcN5Y29ycA,PartiallyTangible
Sports commentators,Mx4rwPzoNpwpEbGdrcN5Y29ycA,Sportscaster
Military marches,Mx4rvViexZwpEbGdrcN5Y29ycA,Communicating
Metadata,Mx4rvVjmoJwpEbGdrcN5Y29ycA,Group
Blind people,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Badgers,Mx4rvVj1zpwpEbGdrcN5Y29ycA,UnitedStatesPerson,Mx4rvVi_x5wpEbGdrcN5Y29ycA,Mustelidae
Rat snakes,Mx4rvViT7pwpEbGdrcN5Y29ycA,Snake
Art directors,Mx4r42_KFhrIQdiRQfhXDZ7-QQ,Supervisor
Cardiac glycosides,Mx4rvVjNlZwpEbGdrcN5Y29ycA,ChemicalSubstanceType
Shot putters,Mx4rvVi--5wpEbGdrcN5Y29ycA,Athlete
Arles,Mx4rv8NRy5wpEbGdrcN5Y29ycA,interestRate
Gold rushes,Mx4rvViADZwpEbGdrcN5Y29ycA,Event,Mx4rvViOcJwpEbGdrcN5Y29ycA,Movement-TranslationEvent
Object-oriented database management systems,Mx4rwJxiRJwpEbGdrcN5Y29ycA,ComputerProgram-CW
